0.167406,0.582896,-0.159308,0.522291
0.627967,0.257292,0.213166,0.241236
0.953469,0.183738,0.916586,0.832239
0.713322,0.830508,0.183766,0.482189
0.521901,0.233446,0.770478,0.904054
0.695233,0.528547,0.289814,0.881399
0.846043,0.100615,0.710107,0.289547
0.971616,0.160708,0.832568,1.169055
1.369686,1.060975,0.327610,0.651360
0.945821,0.550162,1.131020,1.024016
0.965025,0.789391,0.608741,0.939305
0.858349,0.623133,0.580722,1.375253
0.974657,0.984147,0.907535,0.780325
0.959885,1.112932,1.236661,0.787275
1.141407,1.169496,0.609050,0.907971
1.153251,0.879900,0.878650,0.769193
0.842533,0.929574,1.042031,1.153368
0.722457,1.056129,1.097602,0.404777
0.590557,0.800960,0.909215,0.540178
1.089477,1.246436,0.778430,0.568198
0.714156,0.974655,0.587734,1.121104
0.557707,0.991427,0.914937,1.402277
0.993092,0.833636,0.498235,0.788542
1.446836,0.845229,-0.028786,0.796973
0.876242,0.747076,0.920630,0.810678
1.042146,0.385414,1.058483,1.135866
0.708404,0.486758,-0.065272,0.365402
0.585604,0.382748,0.268916,0.643346
0.837741,0.173360,0.798152,0.904965
0.495661,0.326968,1.144854,0.677933
0.693140,0.664987,0.606820,0.657457
0.473303,0.280183,0.179639,0.698354
-0.112563,0.262209,-0.033815,-0.789916
0.417375,0.636741,0.629701,0.420601
0.193096,0.441280,0.032347,0.029914
-0.195181,0.855377,-0.283776,-0.593208
-0.239247,0.146132,-0.484643,-0.186459
-0.485970,-0.251670,-0.587599,0.110497
-0.097413,0.308021,-0.066067,-0.144102
-0.553321,0.247159,-0.038277,-0.239819
-0.321817,0.580100,-0.417880,-0.031121
-0.528669,0.571963,-0.662885,-0.192705
-0.907980,0.481114,-0.897410,-0.317877
-0.646001,0.240071,-1.205734,-0.514139
-0.695206,0.217162,-0.606490,-0.848793
-0.705208,0.156598,-0.765744,-1.222983
-0.935357,0.580999,-0.892366,-0.912041
-1.233030,0.780007,0.089179,-1.121727
-1.116360,1.247508,-0.720532,-0.158875
-1.060822,0.955910,-1.145977,-0.973205
-1.084661,0.628886,-0.988863,-0.823994
-1.002174,1.042202,-0.518370,-0.697458
-0.915285,1.237434,-0.795137,-0.816038
-0.891027,0.876238,-1.360165,-0.420166
-0.928166,0.969350,-0.543043,-1.005606
-0.902042,0.934805,-1.111641,-0.852816
-0.974285,0.825034,-0.325611,-1.110342
-1.273106,1.088409,-0.466084,-1.186105
-1.168272,0.746424,-1.013459,-1.062793
-1.006098,0.864265,-0.491443,-0.886859
-1.159550,0.534781,-0.801343,-0.950490
-0.811279,0.542391,-0.577171,-1.040729
-0.616476,0.567246,-0.680396,-1.247712
-0.522414,0.369508,-0.956729,-0.727753
-0.761180,0.523163,-0.858013,-1.116364
-0.441426,0.439995,-0.372792,-0.453763
-0.476906,0.055873,-0.586794,-0.461629
-0.619494,0.764184,-0.647278,-0.963449
-0.624987,-0.123094,-0.769057,-0.575283
-0.347577,-0.250620,-0.156141,-0.508868
-0.168651,-0.082869,0.527867,0.004862
-0.230055,0.350502,-0.581380,0.141015
0.071307,0.088917,0.046448,-0.523370
0.236018,0.850074,0.656931,0.267772
0.141747,-0.031358,0.030441,0.006293
0.711746,0.181319,0.592617,0.658307
0.725145,0.545524,0.192801,0.575478
0.285305,0.830453,0.680689,0.326606
0.121195,0.550513,0.538038,0.498465
0.843700,0.493276,0.910527,0.376000
0.591894,0.649675,1.136340,1.102926
0.842902,0.630523,1.574717,0.804241
